type,sent,ambiguity,reason
VP+的是+NP,带领的是领袖。,1,'带领的是领袖'可以理解为领袖正在执行带领动作(领袖是带领者)，也可以理解为被带领的对象是领袖(领袖是被带领者)
VP+的是+NP,欺负的是弱者。,1,“欺负的是弱者”可以理解为弱者在主动欺负别人，也可以理解为被欺负的对象是弱者
VP+的是+NP,追求的是勇士。,1,'追求的是勇士'可以理解为勇士主动执行追求动作（勇士追求目标），也可理解为勇士是被追求的对象（他人追求勇士）
VP+的是+NP,热爱的是人们。,1,'热爱的是人们'既可以理解为人们作为热爱行为的发出者（人们热爱某事物），也可理解为人们作为被热爱的对象（某主体热爱人们）
VP+的是+NP,期待的是人们。,1,'期待的是人们'可以理解为人们主动发出期待动作，也可以理解为人们是被期待的对象
VP+的是+NP,照顾的是孩子。,1,'照顾的是孩子'可以理解为孩子作为照顾行为的实施者，也可以理解为孩子作为被照顾的对象
VP+的是+NP,拥护的是领袖。,1,'拥护的是领袖'可以理解为领袖作为拥护动作的发出者，也可以理解为领袖作为被拥护的对象
VP+的是+NP,尊敬的是长者。,1,'尊敬的是长者'可以理解为长者在进行尊敬他人的行为，也可以理解为被尊敬的对象是长者
VP+的是+NP,追求的是那个梦想家。,1,'追求的是那个梦想家'可以理解为那个梦想家正在主动追求某个对象，也可以理解为那个梦想家是被他人追求的对象
VP+的是+NP,敬佩的是广大群众。,1,'敬佩的是广大群众'可以理解为广大群众主动发出敬佩行为，也可以理解为广大群众是被敬佩的对象
VP+的是+NP,忽视的是某些人。,1,'忽视的是某些人'可以理解为某些人正在实施忽视行为，也可以理解为某些人是被忽视的对象
VP+的是+NP,迎接的是他。,1,'迎接的是他'可以表示他主动执行迎接动作，也可以表示他被别人迎接
VP+的是+NP,羡慕的是旁观者。,1,'VP+的是+NP'结构可理解为旁观者主动发出羡慕行为，或被他人羡慕的对象是旁观者
VP+的是+NP,害怕的是胆小者。,1,'害怕的是胆小者'可以理解为胆小者作为害怕动作的发出者，也可以理解为胆小者是被害怕的对象
VP+的是+NP,指责的是批评家。,1,'指责的是批评家'可以理解为批评家正在主动进行指责行为，也可以理解为批评家是被他人指责的对象
VP+的是+NP,热爱的是人民。,1,'热爱的是人民。'可以理解为人民正在主动进行热爱行为，也可以理解为人民是被他人热爱的对象
VP+的是+NP,爱护的是环保人士。,1,'爱护的是环保人士'可以理解为环保人士主动进行爱护动作，也可以理解为环保人士是被爱护的对象
VP+的是+NP,领导的是整个团队。,1,'领导的是整个团队'可以理解为整个团队是执行领导动作的主体，即团队在领导别人；也可以理解为整个团队是被领导的对象，即某人领导整个团队。
VP+的是+NP,梦想的是那些年轻人。,1,'梦想的是那些年轻人'可以理解为那些年轻人正在梦想（主动），也可以理解为被梦想的对象是那些年轻人（被动）
VP+的是+NP,挑战的是极限。,0,在常规语境中，“挑战的是极限”通常理解为被挑战的对象是极限（被动义），而“极限”作为主动执行挑战动作的情况不符合常理，因此无歧义。
VP+的是+NP,改变的是世界。,0,该句更常被理解为被改变的是世界，即世界是被改变的对象，而主动改变的情况在常理中不常见，因此无歧义。
VP+的是+NP,传播的是知识。,0,"知识不具备主动传播的能力，只能被传播，因此该句子没有歧义，只有""被传播的是知识""这一种合理解释。"
VP+的是+NP,发现的是秘密。,0,在常理下，“秘密”无法主动执行“发现”的动作，因此该句只能被理解为“被发现的对象是秘密”（被动含义），不产生歧义。
VP+的是+NP,寻找的是真相。,0,该句中的“真相”作为被寻找的对象，无法主动执行“寻找”动作，因此仅能理解为被寻找的是真相，无歧义。
VP+的是+NP,需要的是帮助。,0,“需要的是帮助”中“帮助”作为被需要的事物，通常不理解为主动执行“需要”动作的主体，因此无歧义。
VP+的是+NP,喜欢的是音乐。,0,在“VP+的是+NP”结构中，“喜欢的是音乐”只能理解为被喜欢的事物是音乐（NP是被动接受VP的对象），因为“音乐”作为无生命体无法主动发出“喜欢”的动作，故不存在主动/被动歧义。
VP+的是+NP,解决的是实际困难。,0,被VP的是NP，即被解决的是实际困难。
VP+的是+NP,关注的是教育问题。,0,句子中“关注的是教育问题”更符合“被VP的是NP”的被动解释，即“被关注的对象是教育问题”，而主动解释（教育问题主动进行关注行为）在现实语境中不合理。
VP+的是+NP,支持的是可持续发展。,0,"根据常理，""可持续发展""通常作为被支持的目标，因此该句应理解为""被支持的对象是可持续发展""，不存在主动执行""支持""动作的歧义。"
VP+的是+NP,研究的是自然现象。,0,被研究的是自然现象。自然现象不具备主动执行“研究”动作的可能，因此仅存在被动含义，无歧义。
VP+的是+NP,了解的是人类行为。,0,在常规语境中，“人类行为”通常作为被认知的客体而非主动发出“了解”动作的主体，因此仅存在“被了解的对象是人类行为”这一种合理理解，主动义不符合认知逻辑。
VP+的是+NP,影响的是整个社会。,0,根据常理，“影响的是整个社会”通常理解为被影响的对象是全社会（被动语义），主动解释（社会主动影响他人）不符合常规认知。
VP+的是+NP,保护的是野生动物。,0,按照常理，“保护的是野生动物”通常被理解为“被保护的对象是野生动物”，因为野生动物作为受保护对象更符合常识，主动执行“保护”动作的情况不符合常规语义搭配。
VP+的是+NP,记忆的是过去。,0,根据常理，“过去”作为时间概念无法主动执行“记忆”的动作，因此只能理解为被记忆的对象是过去。
VP+的是+NP,实现的是梦想。,0,被实现的是梦想。
VP+的是+NP,创造的是价值。,0,被创造的是价值。
VP+的是+NP,维持的是和平。,0,虽然“VP+的是+NP”结构存在主动与被动的潜在歧义，但“维持的是和平”在常理中仅存在被动解释（被维持的对象是和平），因“和平”作为抽象事物无法主动执行“维持”动作，主动语义不成立。
VP+的是+NP,寻找的是真理。,0,在“寻找的是真理”中，作为NP的“真理”无法主动执行“寻找”这一动作，只能被理解为被寻找的对象，因此不存在主动/被动的歧义。
VP+的是+NP,影响的是观念。,0,根据常理，“影响的是观念”通常理解为被影响的对象是观念，而非观念主动执行“影响”动作，因“观念”本身不具备主动行为能力。
VP+的是+NP,需要的是时间。,0,"被需要的是时间（""时间""作为被动接受""需要""的对象，无法主动执行""需要""动作，因此仅有单一解读）"
VP+的是+NP,挑战的是勇气。,0,根据常理，“勇气”作为抽象名词，无法主动执行“挑战”动作，因此句子只能理解为被挑战的对象是勇气，不存在主动与被动的歧义。
VP+的是+NP,享受的是生活。,0,"""享受的是生活""更符合""被VP的是NP""的解释，即被享受的对象是生活。因""生活""作为无生命主体无法主动执行""享受""动作，故不存在主动态解读的合理语义基础。"
VP+的是+NP,期待的是未来。,0,"该结构中""未来""作为被期待的对象符合常规语义理解，不存在主动行为的歧义可能。根据常识判断，""未来""作为时间概念不具备主动执行""期待""动作的能力，因此只能解释为""被期待的事物是未来""。"
VP+的是+NP,害怕的是黑暗。,0,根据常理，“黑暗”作为无生命体无法主动执行“害怕”动作，因此该结构只能被理解为被害怕的对象是黑暗。
VP+的是+NP,渴望的是自由。,0,"在常理下，""自由""不具备主动""渴望""的能力，因此该句仅能理解为被渴望的对象是自由（被动解释），不存在主动行为的歧义。"
VP+的是+NP,讨厌的是噪音。,0,被讨厌的是噪音。根据常理，噪音通常是被动接受“讨厌”这一动作的对象，而非主动发出者。
VP+的是+NP,寻找的是答案。,0,被寻找的是答案，而答案作为无生命名词无法主动执行“寻找”动作，因此不存在主动解释的歧义。
VP+的是+NP,需要帮助的是我。,0,按常理，“需要帮助的是我”通常理解为被帮助的对象是“我”（被动解释），而非“我”在主动帮助他人。因“需要帮助”本身含被动性，主动施事解读不符合语境逻辑。
VP+的是+NP,忽略的是细节。,0,"被忽略的是细节（被动解释更符合常理，""细节""不具备主动忽略能力）"
VP+的是+NP,掌握的是知识。,0,被掌握的是知识（NP作为被动词的受事，无主动动作可能）。
VP+的是+NP,决定的是现在。,0,根据常理，“现在”作为时间无法主动执行“决定”的动作，因此只能理解为被决定的对象，即“被决定的是现在”。
VP+的是+NP,改变的是命运。,0,被改变的是命运，通常不会理解为命运在主动改变其他事物。
VP+的是+NP,影响的是世界。,0,句子中“影响的是世界”通常理解为被影响的对象是世界，即世界被影响，而主动解释（世界主动影响）在此结构中不符合常规语义，因此无歧义。
VP+的是+NP,拯救的是未来。,0,在“拯救的是未来”中，“未来”作为被拯救的对象更符合常理，因为时间概念“未来”不具备主动执行“拯救”动作的能力，只能被他人/事物拯救。
VP+的是+NP,热爱的是音乐。,0,根据常理，“音乐”作为无生命的事物，无法主动执行“热爱”的动作，因此该句只能理解为“被热爱的是音乐”，即被动解释，不产生主动歧义。
VP+的是+NP,向往的是自由。,0,"按照常理判断，""自由""作为抽象事物不具备主动执行""向往""动作的能力，该结构应理解为被向往的对象是自由（被VP的是NP），符合常规表达逻辑。"
VP+的是+NP,渴望的是理解。,0,虽然符合“VP+的是+NP”结构，但“理解”作为抽象名词无法主动执行“渴望”动作，仅能作为被渴望的对象，因此无歧义。
VP+的是+NP,追求的是梦想。,0,按照常理，“追求的是梦想”只能理解为被追求的对象是梦想（被动解释），因“梦想”本身无法主动执行“追求”动作，不存在主动语义的合理场景。
VP+的是+NP,怀疑的是他的动机。,0,虽然“VP+的是+NP”结构理论上存在主动/被动的歧义，但“动机”作为抽象事物无法主动执行“怀疑”动作，因此只有“被怀疑的对象是他的动机”这一种合理释义。
VP+的是+NP,相信的是自己的直觉。,0,"""相信的是自己的直觉""中NP""自己的直觉""只能作为被相信的对象，无法作为主动执行""相信""动作的主体。因""直觉""作为抽象概念不具备主动执行心理动词的能力，故不存在主动/被动歧义。"
VP+的是+NP,接受的是真诚的建议。,0,被接受的是真诚的建议，因为“真诚的建议”无法作为动作发出者，只能作为被接受的对象。
VP+的是+NP,拒绝的是不合理的要求。,0,根据常理，“不合理的要求”无法主动执行“拒绝”动作，只能被理解为“被拒绝的是不合理的要求”，因此无歧义。
VP+的是+NP,渴望的是自由的生活。,0,根据常理，“自由的生活”是被渴望的对象，无法主动执行“渴望”的动作，因此句子无歧义。
VP+的是+NP,害怕的是未知的事物。,0,按常理，“未知的事物”通常是被害怕的对象，而非主动发出“害怕”动作的主体，因此句子仅存在被动义（被害怕的是未知的事物），无主动动作义歧义。
VP+的是+NP,讨厌的是那种行为。,0,被讨厌的是那种行为，“那种行为”是被动承受者，无法主动执行“讨厌”动作，仅有一种合理解释。
VP+的是+NP,创造的是美好未来。,0,被创造的是美好未来。根据常理，“美好未来”通常是被创造的对象，而非主动执行“创造”的主体。
VP+的是+NP,实现的是人类梦想。,0,该结构中“实现的是人类梦想”通常理解为被实现的对象是“人类梦想”，而“人类梦想”作为主动执行“实现”动作的情况在常识中不成立，因此无歧义。
VP+的是+NP,改变的是世界面貌。,0,"按照常理，""改变的是世界面貌""通常指被改变的是世界面貌（被动义），因为世界面貌作为客观存在物更符合被改变的语义角色，而非主动发出改变动作的主体。"
VP+的是+NP,创造的是艺术奇迹。,0,该结构通常理解为“被创造的是艺术奇迹”（被动语义），因“艺术奇迹”作为无生命体无法主动执行“创造”动作，故不存在主动语义歧义。
VP+的是+NP,维护的是社会正义。,0,根据常理，“社会正义”通常作为被维护的对象，无法主动执行“维护”动作，因此仅存在被动解释，无歧义。
VP+的是+NP,推动的是科技进步。,0,常理上“推动的是科技进步”一般理解为被推动的是科技进步，而非科技进步主动推动其他事物。
VP+的是+NP,破坏的是生态环境。,0,在“VP+的是+NP”结构中，该句只有被动解释合理（被破坏的是生态环境），因“生态环境”通常作为受事对象，无法主动执行“破坏”动作，故无歧义。
VP+的是+NP,发动的是一场革命。,0,根据常理，“发动”的主体通常是人或团体，“革命”作为被发动的对象，句子只能理解为“被发动的是一场革命”，不存在主动与被动双解的可能。
VP+的是+NP,拯救的是无数生命。,0,根据常理，“拯救”的动作主体通常为有生命或有能力的对象，而“无数生命”更符合被拯救的客体，因此该句仅存在被动解释，即“被拯救的是无数生命”，无主动歧义。
VP+的是+NP,影响的是全球经济。,0,根据常理，“影响的是全球经济”通常被理解为被影响的对象是全球经济，而不是全球经济主动进行影响。
VP+的是+NP,珍惜的是时间。,0,被珍惜的是时间。由于“时间”作为无生命名词无法主动执行“珍惜”动作，因此仅存在被动语义，即“被珍惜的对象是时间”，无歧义。
VP+的是+NP,梦想的是未来。,0,在“梦想的是未来”中，“未来”作为被梦想的对象，无法主动执行“梦想”的动作，因此仅存在被动语义（被梦想的对象是未来），不存在主动语义歧义。
VP+的是+NP,期待的是明天。,0,该结构中“明天”作为时间名词无法主动执行“期待”动作，只能被理解为被期待的对象，不符合主动动作解释的合理性条件。
VP+的是+NP,讨厌的运动是跑步。,0,"""讨厌的""作为定语修饰""运动""，""跑步""明确作为被厌恶对象，不存在主动动作解释可能。VP结构仅体现被动语义，如""被讨厌的是跑步""。"
VP+的是+NP,喜欢的电影类型是喜剧。,0,被喜欢的是喜剧，不存在“喜剧主动喜欢”的合理含义，因此无歧义。
VP+的是+NP,害怕的高度是悬崖。,0,被害怕的是悬崖的高度，悬崖本身无法主动感到害怕。
VP+的是+NP,讨厌的天气是雨天。,0,被讨厌的是雨天，即人们讨厌雨天，而不会理解为雨天在主动讨厌其他事物，因后者不符合常理。
VP+的是+NP,喜欢的颜色是蓝色。,0,“喜欢的颜色是蓝色”中“蓝色”作为被喜欢的对象，无法主动执行“喜欢”的动作，无主动被动歧义。
VP+的是+NP,害怕的动物是蛇。,0,按照常理，“害怕的动物是蛇”通常理解为“被害怕的动物是蛇”，即人们害怕的对象是蛇，而非“蛇在害怕其他事物”。原句的语义倾向被动解释，主动解释（蛇主动害怕）不符合常规认知，故无歧义。
VP+的是+NP,讨厌的食物是辣椒。,0,“讨厌的”在此语境中通常指被某人讨厌的食物，即“辣椒是被讨厌的对象”，而非“辣椒在主动讨厌其他事物”，因此无歧义。
VP+的是+NP,喜欢的音乐类型是流行。,0,被VP的是NP，即被喜欢的音乐类型是流行音乐类型，主动理解（流行音乐类型正在喜欢）不符合常理。
VP+的是+NP,被渴望的是理解。,0,句子中的“被渴望”明确使用了被动结构，因此只能理解为“被VP的是NP”，即“被渴望的对象是理解”，排除了主动动作的可能，无歧义。
VP+的是+NP,被讨厌的是干扰。,0,原句中的“被讨厌”明确使用了被动语态，导致“干扰”只能作为被动接受动作的对象（被讨厌的事物），而无法同时存在主动施事的解读（如“干扰主动讨厌他人”）。被动标记词“被”已锁定语义指向，消解了“VP+的是+NP”结构的典型歧义。
VP+的是+NP,被喜欢的是书籍。,0,句子中的“被喜欢”已明确被动关系，仅能理解为“书籍是被他人喜欢的对象”，不存在主动动作的解读可能。
VP+的是+NP,被关心的是家人。,0,句中“被关心”已明确被动含义，结构中的“家人”只能作为受事对象，无法解读为主动执行动作的主体，因此无歧义。
VP+的是+NP,保护的是一片森林。,0,根据常理，“森林”作为被保护的对象，无法主动执行“保护”动作，因此只有“被保护的是森林”这一种合理解释。
VP+的是+NP,害怕的是未知的风险。,0,被害怕的是未知的风险。
VP+的是+NP,期待的是明天的好天气。,0,虽然“VP+的是+NP”结构存在歧义可能，但“期待的是明天的好天气”在语境中通常仅指“被期待的对象是明天的好天气”，因“天气”无法主动执行“期待”动作，故无歧义。
VP+的是+NP,需要的是更多时间。,0,被需要的是更多时间（NP是被动的受事者，无法主动执行“需要”的动作）。
VP+的是+NP,促进的是国际合作。,0,该结构中“国际合作”是被促进的对象，即被促进的是国际合作，而非国际合作在主动促进其他事物。
VP+的是+NP,支持的是环保理念。,0,被支持的是环保理念。因为“环保理念”不具备主动执行“支持”动作的能力，根据常理只能理解为被动含义。
VP+的是+NP,面临的是巨大挑战。,0,被面临的是巨大挑战。
VP+的是+NP,提供的是全方位服务。,0,常理中“提供的是全方位服务”通常理解为某主体主动提供该服务，而被动理解（被提供的是服务）不符合常规语义，因“提供”动作一般需主动执行者。
VP+的是+NP,需要的是更加严格的规定。,0,该句中的“需要”通常被理解为被动需求，即“被需要的是更加严格的规定”，而“更加严格的规定”作为无生命体无法主动执行“需要”的动作，故不存在主动被动双解可能。
VP+的是+NP,吸引的是大量投资。,0,句子中的“大量投资”是被吸引的对象，通常不会理解为“大量投资”主动执行吸引动作，因此无歧义。
VP+的是+NP,恐惧的是未知。,0,根据常理，“恐惧的是未知”通常理解为被恐惧的对象是未知，而非未知主动恐惧其他事物，因“未知”作为无生命概念无法执行主动恐惧的动作。
VP+的是+NP,怀念的是过去。,0,按照常理，“过去”作为被怀念的对象，无法主动执行“怀念”的动作，因此“怀念的是过去”只能理解为被某人或某些人怀念的是过去，不存在主动与被动歧义。
VP+的是+NP,害怕的是未知。,0,被害怕的是未知（NP作为被动接受VP的对象，无法主动执行“害怕”动作，因此仅存在被动解释）
VP+的是+NP,接受的是挑战。,0,被接受的是挑战（挑战是被动接受的对象，无法理解为挑战主动发出“接受”动作）
VP+的是+NP,拒绝的是诱惑。,0,根据常理，“诱惑”不具备主动执行“拒绝”动作的能力，因此该句仅能理解为“被拒绝的对象是诱惑”，无歧义。
VP+的是+NP,感动的是心灵深处。,0,根据常理，“心灵深处”通常作为被感动的对象，而非主动执行感动的主体，因此句子仅存在被动解释（被感动的是心灵深处），无实际歧义。
VP+的是+NP,吸引的是游客的目光。,0,被吸引的是游客的目光。
VP+的是+NP,理解的是人性的复杂。,0,该结构中“人性的复杂”作为被理解的对象更符合常理，因抽象概念不具备主动执行“理解”动作的能力，故仅存在“被VP的是NP”的单义解读。
VP+的是+NP,困扰的是这个难题。,0,按照常理，“难题”作为非生命体无法主动执行“困扰”动作，因此只能被理解为“被困扰的对象是难题”，不存在主动与被动歧义。
VP+的是+NP,相信的是未来。,0,按照常理，“未来”无法主动执行“相信”动作，只能理解为被相信的对象是未来（被动解释），不存在主动态解读的合理性。
VP+的是+NP,保护的是环境。,0,根据常理，“环境”通常作为被保护的对象，无法主动执行“保护”动作，因此该句仅存在“被保护的是环境”这一种合理解释。
VP+的是+NP,关心的是健康。,0,按常理，“健康”是被关心的对象，而非主动执行“关心”的主体，因此仅有一种理解。
VP+的是+NP,反对的是声音。,0,被反对的是声音。
VP+的是+NP,支持的是观点。,0,被支持的是观点，即观点是被支持的对象，而“观点”作为抽象概念通常不具备主动执行“支持”动作的能力，因此不存在主动被动歧义。
VP+的是+NP,接受批评的是学生。,0,根据常理，“接受批评的是学生”通常理解为被批评的对象是学生，即学生是被动接受批评的一方，而“学生主动进行接受批评的动作”这一解释不符合常规语义逻辑，因此该句无歧义。
VP+的是+NP,承受压力的是团队。,0,该结构中“承受压力”通常指被动接受压力，因此“团队”是被动承受压力的对象，而非主动执行动作的主体。
VP+的是+NP,被拒绝的是申请。,0,句子中“被拒绝”明确使用被动结构，仅能理解为“申请”是被拒绝的对象，主动执行“拒绝”的可能性被被动语态消除。
VP+的是+NP,被接受的是建议。,0,句中的“被”字明确表示了被动含义，只能理解为“建议是被（他人）接受的对象”，不存在主动动作的可能。
VP+的是+NP,遭受批评的是新政策。,0,被VP的是NP，即“新政策”是被批评的对象，无法主动执行“遭受批评”的动作。
VP+的是+NP,享受假期的是旅行者。,0,根据常理，“旅行者”是主动执行“享受假期”这一动作的主体，被动解释（被享受的是旅行者）不符合语义逻辑。
VP+的是+NP,遭受损失的是公司。,0,“遭受”具有被动含义，句子只能理解为“公司是被损失影响的对象”，无法解读为公司主动执行“遭受”动作，因此无歧义。
VP+的是+NP,支持这个计划的是大多数员工。,0,句子中“大多数员工”通常被理解为主动执行“支持”动作的主体，即大多数员工在支持计划，而非被支持的对象，符合常理中主动动作的解读。
VP+的是+NP,被指责的是经理。,0,原句中的“被”字已明确指向被动语态，仅能理解为“经理是被指责的对象”，不存在主动行为的歧义空间。
VP+的是+NP,解决这个问题的是专家。,0,按照常理，“解决这个问题”这一动作的主动执行者为专家，而非专家被解决，因此最贴合的解释为专家是解决问题的主体。
VP+的是+NP,逃避的是现实。,0,被逃避的是现实（“现实”是被逃避的对象，通常不会认为“现实”主动进行“逃避”动作）。
VP+的是+NP,讨厌的是束缚。,0,句子中的“束缚”是被讨厌的对象，即“被讨厌的是束缚”，而非“束缚在主动讨厌”。由于“束缚”作为无生命抽象名词无法发出主动动作，通常只有被动含义合理。
VP+的是+NP,喜欢的是自由。,0,根据常理，“自由”作为抽象概念无法主动执行“喜欢”的动作，因此句子只能理解为被喜欢的是自由。
VP+的是+NP,拒绝的是旧传统。,0,根据常理，“旧传统”作为无生命实体无法主动执行“拒绝”动作，因此只能理解为“被拒绝的对象是旧传统”，符合“被VP的是NP”的被动解释，主动含义在此语境中不成立。
VP+的是+NP,接受的是新观点。,0,该结构中“接受”的施事通常为人，而“新观点”一般作为受事，无主动执行动作的可能，因此只有“被接受的是新观点”这一种合理解读。
VP+的是+NP,等待救援的是幸存者。,0,按常理，“等待救援的是幸存者”通常理解为幸存者是被救援的对象，即被等待救援的是幸存者，而非幸存者主动等待救援他人。
VP+的是+NP,相信奇迹的是心灵。,0,该句中的“心灵”通常被理解为主动执行“相信奇迹”的主体，即“心灵”主动相信奇迹，而缺乏被动意义的语境支撑，因此无歧义。
VP+的是+NP,渴望自由的是灵魂。,0,根据“VP+的是+NP”结构的常理理解，“灵魂”作为NP更倾向于是主动执行“渴望自由”的主体（灵魂在渴望自由），而非被渴望的对象。被动含义在此语境中不符合常规表达逻辑。
VP+的是+NP,保护环境的是志愿者。,0,按常理，“保护环境的是志愿者”通常理解为志愿者主动执行保护环境的动作，而非环境被保护的是志愿者。
VP+的是+NP,害怕黑暗的是我。,0,该句中的“我”只能是主动执行“害怕黑暗”这一动作的主体，不存在被动语义（“被害怕的是我”在逻辑上不成立），因此无歧义。
VP+的是+NP,热爱音乐的是他。,0,该句中的“他”明确为主动执行“热爱音乐”的主体，因“热爱”通常为主动行为，无法合理理解为被动的对象。
VP+的是+NP,寻找答案的是科学家。,0,"该句仅能理解为""科学家主动进行寻找答案的行为""，因""寻找答案""的逻辑主语必须是具备主动行为能力的主体（科学家），不存在""被寻找答案的对象是科学家""的被动语义可能。"
VP+的是+NP,需要帮助的是孩子。,0,根据常理，“需要帮助的是孩子”通常理解为被帮助的对象是孩子，而非孩子主动帮助他人。
VP+的是+NP,享受生活的是每个人。,0,该句只能理解为“每个人”是主动“享受生活”的主体，因“享受生活”需主动执行，被动含义（被享受的是每个人）在现实中不合理。
VP+的是+NP,面对恐惧的是英雄。,0,句子中的“英雄”是主动执行“面对恐惧”这一动作的主体，符合常理中对英雄勇敢面对恐惧的普遍认知，被动理解（被面对的是英雄）在语境中不合理。
VP+的是+NP,拥抱变化的是时代。,0,根据常理，“时代”作为抽象概念无法主动执行“拥抱”动作，因此“拥抱变化的是时代”应理解为被拥抱的对象是时代的变化，而非时代主动拥抱。
VP+的是+NP,创造奇迹的是团队。,0,该句中的“团队”是动作“创造奇迹”的主动执行者，不存在被动或被创造的情况，因此无歧义。
VP+的是+NP,克服挑战的是她。,0,在“克服挑战的是她”中，“她”作为动作的执行者更符合常理，即她主动克服挑战，而挑战本身是被克服的对象，因此不存在被动解释的合理语境。
VP+的是+NP,理解困难的是我们。,0,该句通常理解为被VP的是NP，即“被理解困难的对象是我们”，而主动解释（“我们正在理解困难”）不符合常理，因此无歧义。
VP+的是+NP,实现梦想的是他们。,0,在“实现梦想的是他们”中，“他们”作为执行者更符合常理（主动实现），而被动解读（被实现的是他们）因语义矛盾（“梦想”为被实现对象，“他们”无法成为被实现的客体）无法成立。
VP+的是+NP,寻求答案的是你。,0,句子中的“你”是主动执行“寻求答案”动作的主体，即“你”在主动寻找答案，不符合被动解释的合理语境。
VP+的是+NP,接受帮助的是我。,0,该句仅能理解为“被VP的是NP”结构，即“被接受帮助的人是我”。因“接受帮助”本身隐含被动性（主语是被动接受方），无法解读为主动动作（如“我主动帮助他人”），故无歧义。
VP+的是+NP,帮助的是需要的人。,0,根据常理，“需要的人”通常是被帮助的对象，因此句子更倾向于理解为“被帮助的是需要的人”，而非“需要的人正在帮助别人”。
VP+的是+NP,寻找的是丢失的猫。,0,"被寻找的是丢失的猫（NP为受事），根据常理""丢失的猫""作为被寻找对象更符合逻辑，不存在主动寻找他人的可能。"
VP+的是+NP,想念的是我的家乡。,0,"该结构被动解释更合理，因""家乡""无法主动执行""想念""动作，只能作为被想念的对象。"
VP+的是+NP,决定命运的是个人的选择和行动。,0,根据“VP+的是+NP”结构常理判断，“个人的选择和行动”作为主动执行“决定命运”的主体更符合逻辑，不存在被动受事的情况。
VP+的是+NP,创造奇迹的是团队合作和智慧的结晶。,0,按常理，“团队合作和智慧的结晶”通常被理解为创造奇迹的构成要素（被动结果），而非主动执行创造动作的主体。
VP+的是+NP,实现梦想的是那些坚持不懈、勇往直前的人。,0,该句中的“实现梦想的是...”结构通常理解为“那些坚持不懈、勇往直前的人”主动执行“实现梦想”这一动作，而“被实现梦想的是这些人”的被动解释在现实语义中不成立（梦想需由主体主动完成），因此无歧义。
VP+的是+NP,保护弱者的是有同情心和正义感的人。,0,该句中“有同情心和正义感的人”明确作为“保护弱者”这一动作的主动执行者，无法被理解为“被保护的对象”。结构“VP+的是+NP”在此仅表达“NP主动执行VP”。
VP+的是+NP,维护生态传承的是有责任心的世代。,0,该句中的“有责任心的世代”通常被理解为主动执行“维护生态传承”动作的主体，符合“NP正在主动做VP”的解读。另一层被动含义（被维护的是NP）在此语境中不符合常理，因“世代”作为人类群体更倾向是动作的发出者而非被维护对象。
VP+的是+NP,塑造文化的是艺术家的想象力和创造力。,0,该句中“艺术家的想象力和创造力”作为“塑造文化”的主体符合常理，无法被合理理解为被塑造的对象，因此无歧义。
VP+的是+NP,引领潮流的是那些不断创新和突破的人。,0,句子中的“引领潮流”明显是主动行为，且“不断创新和突破的人”符合主动执行者的逻辑，通常不会被理解为被动对象。
VP+的是+NP,推动历史进程的是无数普通人的努力。,0,该句中的“无数普通人的努力”是主动执行“推动历史进程”这一动作的主体，符合“VP+的是+NP”结构的第一种解释（NP主动做VP），而被动解释（被推动的是努力）在此语境中不符合常理，因“努力”本身不具备被推动的客体属性。
VP+的是+NP,改变世界的是那些有远见和勇气的人。,0,虽然“VP+的是+NP”结构存在歧义可能，但“有远见和勇气的人”作为改变世界的主体符合常识逻辑，被动理解（被改变的是这些人）在语义上不成立，因此仅存在主动义解读。
VP+的是+NP,追求的是个人价值。,0,句子中“个人价值”作为抽象概念，通常不会主动执行“追求”动作，只有被动被追求的含义符合常理。
VP+的是+NP,害怕的是孤独终老。,0,根据常理，“害怕的是孤独终老”通常只能被理解为“被害怕的对象是孤独终老（某人害怕自己孤独终老）”，而“孤独终老”作为无生命状态无法主动执行“害怕”这一动作，因此该句不存在主动与被动的歧义。
VP+的是+NP,渴望的是自由生活。,0,句子只能理解为被渴望的对象是“自由生活”，因为“自由生活”作为无生命抽象概念无法主动执行“渴望”的动作。
VP+的是+NP,承受的是巨大压力。,0,"""承受的是巨大压力""只能理解为被承受的对象是巨大压力（被动解释），因""压力""不具备主动执行""承受""动作的能力，故不存在主动语态歧义。"
VP+的是+NP,理解的是复杂情感。,0,"被动解释更符合常理（""被理解的是复杂情感""），主动解释（""复杂情感正在理解""）不符合事物属性。"
VP+的是+NP,质疑的是传统观念。,0,根据常理，“传统观念”通常是被质疑的对象（被VP），而非主动发出“质疑”动作的主体（主动VP），因此句子无歧义。
VP+的是+NP,关心的是孩子的未来。,0,根据常理，“孩子的未来”作为被关心的对象更合理，无法主动执行“关心”的动作，因此句子无歧义。
VP+的是+NP,尊重的是多样性。,0,根据常理，“多样性”作为抽象概念无法主动执行“尊重”的动作，因此只能理解为“被尊重的是多样性”。
VP+的是+NP,热爱的是生活。,0,根据常理，“生活”是被热爱的对象，无法主动执行“热爱”这一动作，因此句子仅有“被VP的是NP”的单义理解（被热爱的是生活）。
VP+的是+NP,关注的是健康。,0,被VP的是NP，即被关注的是健康。
VP+的是+NP,困扰的是难题。,0,根据常理，“难题”通常是被困扰的对象，而非主动发出“困扰”动作的主体，因此句子应理解为“被困扰的是难题”，而非“难题在困扰别人”。
VP+的是+NP,渴望的是和平。,0,被渴望的是和平。
